CRSE_ID,CRSE_SUBJECT,CRSE_NBR,CRSE_TITLE,CRSE_DESCRIPTION
7049,ECT,587,MOBILE COMMERCE TECHNOLOGY,"This course examines leading wireless and mobile technologies for consumer and enterprise mobile commerce. This course discusses how mobile technologies have changed the business community with an emphasis on major mobile platforms. Major topics include analysis and design of business applications in a mobile environment, and wireless user interface design. Students will develop mobile applications using a prominent mobile technology. PREREQUISITE(S): CSC 401 or IT 411 or ECT 436 or ECT 455"
2001,CS,588,INDEPENDENT STUDY IN CURRICULUM STUDIES,Independent Study in Curriculum Studies.
2002,CS,589,THESIS RESEARCH IN CURRICULUM STUDIES,"A student writing a thesis registers for this course for four quarter hours of credit. Where the thesis research and the writing of the thesis itself are prolonged beyond the usual time, the program advisor may require the student to register for additional credit."
6447,ECT,589,E-BUSINESS STRATEGIES,"Designed for ECT majors and IS majors in ECT concentration, this course focuses on the deployment of Internet and enterprise technologies to support organization's e-business initiatives and collaborative commerce.  Conducted in the format of seminar, case analysis, and dialogue with industry practitioners, this course requires students to actively participate in the study of models and approaches for e-business technology implementation and transformation. Topics include: the impact of Internet on industry structure and organizational transformation, enterprise application architecture, planning and implementation of technology and process to support an increasingly collaborative and integrated environment for e-commerce.  Students have to complete an organization case study of e-business technology implementation to fulfill the requirement of this capstone course.  This course should be taken at the conclusion of the ECT program. PREREQUISITE(S): Completion of ten or more School of Computing MS level courses is required."
11176,IT,590,TOPICS IN INFORMATION TECHNOLOGY,Advanced study focusing on a specific area of information technology each quarter.  May be repeated for credit.  PREREQUISITE(S): Instructor consent required
9964,IS,590,INFORMATION SYSTEMS RESEARCH METHODS,Introduction of information systems (IS) research methods and theories.  The course is taught as a seminar course.  Both quantitative and qualitative methods are discussed. PREREQUISITES: CSC 424
6506,HCI,590,TOPICS IN HUMAN-COMPUTER INTERACTION,Specific topics selected by the instructor. Topic varies with each offering. Contact instructor for more information. Prerequisite(s): See syllabus or consent of the instructor
2004,CS,591,CURRICULUM THEORIZING: MULTIPLE LENSES,"This course examines diverse curriculum discourses, historical as well as contemporary, within a broader context of issues related to education and schooling. It is designed to engage students critically in the study of curricular frameworks, their assumptions, values, and implications for education, schooling, teaching and learning.  Major topics include frameworks for defining and conceptualizing curriculum and curricular visions; social, political, and historical contexts of curriculum construction; issues of gender, race, class, and the media; and the curriculum as socially constructed and historically contextualized discourse(s) about what is and what should be taught.  Particular content areas will be used as examples."
6595,SE,591,SOFTWARE ENGINEERING STUDIO II,This is the continuation of SE 491. SE 491 and 591 must be taken as a sequence in two consecutive quarters.  PREREQUISITE(S): SE 491
6507,HCI,594,HUMAN-COMPUTER INTERACTION CAPSTONE,"HCI 594 provides an opportunity for students to apply all of the skills they have learned on one comprehensive project. Multidisciplinary teams design, evaluate, and implement a user interface intensive project. Students prepare written documents describing their activities and present the final results to the class.  PREREQUISITE(S): Completion of the HCI core courses or consent of the instructor."
6448,ECT,596,TOPICS IN E-COMMERCE TECHNOLOGY,Independent study form required.  PREREQUISITE(S): Consent of instructor.
6402,IS,596,TOPICS IN INFORMATION SYSTEMS,Specific topics will be selected by the instructor and will vary with each quarter.  See syllabus.
15204,HCI,596,HCI RESEARCH CAPSTONE,"This course provides students with the experience of reading and synthesizing the literature on a particular HCI topic, with particular attention to judging the quality of the sources. The course also teaches the student to develop an annotated bibliography on a particular topic, and develop a research plan for writing a research survey paper or develop a research plan to answer a specific question by designing an experiment/questionnaire. After presenting their paper, the student will review other student?s papers, and provide appropriate criticism.  All students will be required to sign up for the CDM/COMM participant pool.  We will invite researchers at CDM to discuss their current research. PREREQUISITE(S): HCI 450 or HCI 460 or instructor permission"
12061,SE,598,TOPICS IN SOFTWARE ENGINEERING,"Specific topics will be selected by the instructor and may vary with each quarter.  PREREQUISITE(S): For specific prerequisites, see syllabus or consult course instructor. (variable credit)"
12656,SE,599,INDEPENDENT STUDY,Independent study supervised by an instructor. Independent study form required. Can be repeated for credit. Variable Credit.  PREREQUISITE(S): None. (variable credit)
9967,IS,599,INDEPENDENT STUDY,Independent study supervised by an instructor. Independent study form required. Can be repeated for credit. Variable credit. Prerequisite(s): None
9571,HCI,599,INDEPENDENT STUDY,Independent study supervised by an instructor. Independent study form required. Can be repeated for credit. Prerequisite(s): Consent of the instructor
8612,IT,599,TOPICS IN GLOBAL INFORMATION TECHNOLOGY,"Course Description: This course focuses on current topics in the information and communications technologies that together support the ""networked world"".  Samples topics are global software development and deployment, global data and information management, and cross-cultural project management for information systems.  The course may be offered for variable (1 to 4) credit hours. PREREQUISITE(S): None"
2005,CS,600,REGISTERED STUDENT IN GOOD STANDING,Registration is this course is open to students who are not registered for any other courses but need to complete requirements/assignments for previously taken courses. It provides access to University facilities. Permission of advisor required. (0 credit hours)
2007,CS,606,REVIEW OF LITERATURE,"Review of Literature.  This paper will give students the opportunity to develop and demonstrate written competence in a subfield of their disciplines and to enhance life-long learning. Specifically, they will broaden their knowledge base and inform themselves about a topic, issue, theory, etc., reviewing and synthesizing existing literature.  To do so, students will need a variety of bibliographic skills including searching data bases.  (See the student handbook for additional information about completing Master's papers.) (0 credit hours)"
2008,CS,607,INTEGRATIVE PAPER,"Integrative Paper.  Non-credit.  Students will observe and/or participate in the reciprocal interaction of theory and practice, by investigating actual practice in the field as it relates to theory. This might take the form of investigating how a particular theory is applied in the field, developing a practical application of a theory, or, conversely, developing/refining a theory based on investigations made in the field.  (See the student handbook for additional information about completing Master's papers.) (0 credit hours)"
2009,CS,608,CAPSTONE IN CURRICULUM STUDIES,"Students who have completed the majority of the Curriculum Studies coursework will engage in a thorough analysis of a school or other educational institution (e.g., museum, community organization) and develop an action plan for: professional development; mentoring and inducting new teachers; teacher evaluation and training; instructional coaching; curriculum development, assessment, or alignment; using assessments or other data to improve student learning; or building collaboration with teachers and stakeholders. Students will gather and analyze demographic, financial and testing data, develop a narrative to tell the story of a school's (or educational institution's) history and recent past, capture the school by way of photographs and interviews, and collect documents or other pertinent artifacts to support their action plan."
10616,CS,625,CANDIDACY CULMINATING PROJECT (STUDENT IN GOOD STANDING),"Registration in this course is required of all students who are not enrolled in a course but are completing culminating projects for their program of study, including theses, papers, and final portfolios. It provides access to university facilities. Permission of advisor required. Registration limited to three terms. (0 credit hours)"
6435,SE,690,RESEARCH SEMINAR,Readings and discussion on current research topics. Students may register for this course no more than three times.  PREREQUISITE(S): Consent of the instructor.
6449,ECT,690,RESEARCH SEMINAR,Readings and discussion on current research topics. Students may register for this course no more than twice.  PREREQUISITE(S): Consent of the instructor.  (variable credit)
6403,IS,690,RESEARCH SEMINAR,Readings and discussion on current research topics. Students may register for this course no more than twice. (PREREQUISTE(S):Consent of advisor).  (variable credit)
6508,HCI,690,RESEARCH SEMINAR,PREREQUISITE(S): Instructor consent required. (variable credit)
7869,SE,691,RESEARCH SEMINAR CONTINUATION,"This course is intended for students not registering in either SE 696 or SE 698. After registering for SE 690, students register for this course in each subsequent quarter until they complete the research. Students who fail to do so will be required to re-enroll in SE 690 to meet the requirement for completing that course. Prerequisite: SE 690 (0 credit hours)"
13422,SE,695,MASTER'S RESEARCH,"Students interested in a more in-depth study of a particular area will register for this course and work with a faculty member (not necessarily their academic advisor) on a research project. The work involved may include system development, empirical studies, or theoretical work. 4 credit hours of CSC 695 replaces one 500level elective course in student's degree program. This course can be taken for 1-4 credit hours for up 8 credit-hours.  PREREQUISITE(S): Consent of research advisor. Independent study form required. Students must successfully complete the foundation courses prior to their first enrollment in CSC 695. (variable credit)"
6450,ECT,696,MASTER'S PROJECT,Four credit hours. Students may register for this course only after their advisor has approved a written proposal for their project. Independent study form required. (PREREQUISTE(S):Consent of advisor).
6404,IS,696,MASTER'S PROJECT,Four credit hours. Students may register for this course only after their advisor has approved a written proposal for their project. Independent study form required. (PREREQUISTE(S):Consent of advisor).
6437,SE,696,MASTER'S PROJECT,(4 credit hours)  Students may register for this course only after their advisor has approved a written proposal for their project. Independent study form required.  PREREQUISITE(S): Consent of advisor.
6438,SE,698,MASTER'S THESIS,"A student who has made an original contribution to the area (typically through 8 credit-hours' worth of work done in CSC 695, but not necessarily) may choose to complete a Master's Thesis. The student and the student's research advisor form a Master's Thesis Committee. The student submits to the committee a thesis detailing the original results of the research project. After a public defense, the committee will decide whether to accept the thesis. In that case, the student will be allowed to register for this course and the transcript will show the thesis title as the course topic. PREREQUISITE(S): Successful defense of a Master's Thesis. (0 credit hours)"
9383,IT,698,MASTER'S THESIS,(2 credit hours)  Students may register for this course only after their advisor has approved a written proposal for their thesis. Students must continue to register for this course every quarter after their first registration in it until they complete their project or thesis to the satisfaction of their advisor. They earn two hours of credit for each such registration but only four hours of credit will apply for degree credit.  PREREQUISITE(S): Consent of advisor. (2 quarter hours)
6451,ECT,698,MASTER'S THESIS,(2 credit hours)  Students may register for this course only after their advisor has approved a written proposal for their thesis. Students must continue to register for this course every quarter after their first registration in it until they complete their project or thesis to the satisfaction of their advisor. They earn two hours of credit for each such registration but only four hours of credit will apply for degree credit. Independent study form required.  PREREQUISITE(S): Consent of advisor.  (2 quarter hours)
6405,IS,698,MASTER'S THESIS,Two credit hours. Students may register for this course only after their advisor has approved a written proposal for their thesis. Students must continue to register for this course every quarter after their first registration in it until they complete their project or thesis to the satisfaction of their advisor. They earn two hours of credit for each such registration but only four hours of credit will apply for degree credit. Independent study form required. (PREREQUISTE(S):Consent of advisor). (2 quarter hours)
6439,SE,699,SOFTWARE ENGINEERING RESEARCH CONTINUATION,Students register for continuation credit after registering for SE 698 in each subsequent quarter until they complete their thesis. Students who fail to do so will have to reregister for SE 698 to meet the requirement for completing that course.  PREREQUISITE(S): SE 698. (0 credit hours)
9454,CS,700,REGISTERED DOCTORAL STUDENT IN GOOD STANDING,"This registration is required of all doctoral students who are not enrolled in a doctoral course, but are completing course requirements and/or dissertation research. It provides access to University facilities.  Academic advisor approval required.  After the third enrollment, dissertation chair approval required. (0 credit hours)"
6864,CS,704,CURRICULUM DISCOURSES/PERSPECTIVES OVER TIME,"This course focuses on the examination of the ways in which curriculum as a field has developed over time: attention to changes in terms of how it has been defined, conceptualized; theoretical and philosophical issues; assumptions and values; as well as implications for teaching and learning. These topics will be addressed within different historical and social contexts.  Readings will include primary texts by major theorists as well as secondary material including commentary and critique.  A primary goal of the course is to provide students with an overview of major movements in curriculum history as a foundation for further study.  This course will serve as a prerequisite for all other curriculum courses in the doctoral program."
9456,CS,706,CANDIDACY PAPER,Registration in this course is required of all students who are not enrolled in a course but are completing a dissertation. It provides access to university facilities. Permission of advisor required. This registration indicates that a student has successfully completed the candidacy paper as specified in the Doctoral Student Handbook. (0 credit hours)
2016,CS,751,CURRICULUM FOR HUMAN AND COMMUNITY  DEVELOPMENT,"This course provides a framework for thinking about how education can and cannot facilitate both human development (that is, healthy growth, learning, and maturation of individuals) and community development (that is, the creation or maintenance of healthy, safe, connected, literate, & politically enfranchised neighborhoods). The course explores contemporary theories and models of curriculum reform, school improvement, and youth and community development, notably: project and community based learning, asset-based development, participatory action research (PAR), full-service community schools, and university-assisted community schools. Additional topics explored may include: the kinds of schools, curricula, and teaching needed to best prepare all students for meaningful participation in an increasingly interconnected world; the explicit and implicit goals of current school reform efforts and how these (re-)shape civic and democratic goals of schools; how universities, schools, and communities can collaborate to push school improvement and community development; and the benefits and liabilities of hybrid school improvement/community development projects (e.g., the Harlem Children's Zone and Promise Neighborhoods)."
2017,CS,754,CURRICULUM THEORIZING: MULTIPLE LENSES,"Curriculum Theorizing: Multiple Lenses.  This course examines diverse curriculum discourses, historical as well as contemporary, within a broader context of issues related to education and schooling. It is designed to engage students critically in the study of curricular frameworks, their assumptions, values, and implications for education, schooling, teaching and learning.  Major topics include: frameworks for defining and conceptualizing curriculum and curricular visions; social, political, and historical contexts of curriculum construction; issues of gender, race, class ableness, and the media; the curriculum as socially constructed, and historically contextualized discourse(s) about what is and what should be taught.  Particular content areas will be used as examples."
2018,CS,761,ASSESSING SCHOOL CURRICULUM,"This course develops a framework for assessing the content, characteristics, and outcomes of the curriculum in a school. The framework will include the collection, organization and analysis of both quantitative and qualitative measures of effective instruction.  Particular attention will be given to local, state, and national standards for content, teaching and outcomes.  Attention will also be given to the qualities of the lived experiences of students in school and thus to the unintended as well as intended outcomes of schooling.  Each student will be expected to begin assessing the curriculum in his or her school and to outline a proposal for a more complete assessment of the school's curriculum."
2019,CS,764,"YOUTH DEVELOPMENT,IDEOLOGY, CULTURE, AND  SOCIETY","This course examines the ideological significance of ""youth,"" youth development, and education in societies characterized by structural inequalities based on class, race, ethnicity, and sexual/gendered relations of domination and subordination. Texts from a range of academic disciplines -- psychology, sociology, cultural studies, social work -- are studied to show the influence these perspectives have had in shaping discourse about youth, youth development, and education as a vehicle for social reproduction and social change.  Youth and education are looked at as the locus of arguments about social crises and social change and the impacts of framing social problems as educational and youth problems are explored."
2020,CS,774,ENGAGING IN CURRICULUM DELIBERATION,"This course engages students in systematic and collaborative deliberation on curriculum problems. A pattern for deliberation -- including situation analysis, problem discrimination and formulation, development of alternative courses of action, and anticipation of consequences -- will be developed, exemplified, and contrasted with other descriptions of curriculum development.  The importance and role of alternative conceptions of learners, of situation, and of knowledge structures within disciplines will be emphasized.  After engaging in stimulated deliberations, each student will be asked to examine the intellectual commitments underlying this approach to curriculum change, to reconsider his or her role as a curriculum leader in a school or other educational setting, and to develop realistic plans for engaging a particular school community in collaborative curriculum deliberation."
2021,CS,784,CURRICULUM AND PROGRAM DESIGN,"This course studies principles underlying the design of effective, coherent, and comprehensive instructional programs. Topics include: the design and organization of core courses of study and related curricular components; the associated staff development program; and alignment with local, state, and national mandates.  Particular attention will be given to planning for diversity, including differences in learning styles, special needs, culture and language."
2022,CS,794,SPECIAL TOPICS IN CURRICULUM,"In order to assure that the program remains flexible, responsive to the needs of students, and inclusive of the areas of interest of both faculty and students, this variable topics course will provide an opportunity for critical examination of compelling topical issues related to education.  Topics could include: issues in educational reform; special education; controversies in curricular discourse; current issues such as the education of homeless children; or legal and constitutional issues in education and schooling.  The course will be conducted in a seminar format."
9123,CS,849,SUPERVISED DISSERTATION PROPOSAL DEVELOPMENT,Students register for this course for the quarter in which they defend their dissertation proposals. Permission of dissertation chair required.
2023,CS,859,INDEPENDENT DISSERTATION RESEARCH:  CURRICULUM STUDIES,Students register for this course for the quarter in which they defend their dissertations. Permission of dissertation chair required.
